event_date,year,month,day,event_type,country,admin1,fatalities,actor1_type,actor2_type,interaction_type,is_terrorist_group_related,terrorist_group_filiation,is_pmc_related
2024-01-21,2024,1,21,Strategic developments,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-21,2024,1,21,Battles,Mali,Menaka,14,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,1
2024-01-21,2024,1,21,Explosions/Remote violence,Burkina Faso,Sud-Ouest,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-20,2024,1,20,Violence against civilians,Burkina Faso,Est,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-20,2024,1,20,Battles,Burkina Faso,Sahel,11,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-01-20,2024,1,20,Battles,Burkina Faso,Sahel,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-01-20,2024,1,20,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-20,2024,1,20,Strategic developments,Mali,Gao,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-20,2024,1,20,Battles,Mali,Gao,0,Political Militias,State Forces,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2024-01-20,2024,1,20,Violence against civilians,Mali,Gao,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-20,2024,1,20,Explosions/Remote violence,Mali,Kidal,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-01-20,2024,1,20,Violence against civilians,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-20,2024,1,20,Strategic developments,Mali,Tombouctou,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-20,2024,1,20,Battles,Burkina Faso,Nord,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-20,2024,1,20,Battles,Burkina Faso,Sud-Ouest,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-20,2024,1,20,Explosions/Remote violence,Burkina Faso,Nord,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Strategic developments,Burkina Faso,Centre-Nord,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Explosions/Remote violence,Mali,Kidal,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-01-19,2024,1,19,Battles,Mali,Koulikoro,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Explosions/Remote violence,Mali,Mopti,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Battles,Mali,Segou,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-19,2024,1,19,Strategic developments,Niger,Agadez,0,Political Militias,State Forces,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2024-01-19,2024,1,19,Violence against civilians,Niger,Dosso,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-19,2024,1,19,Violence against civilians,Burkina Faso,Est,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Explosions/Remote violence,Mali,Gao,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-19,2024,1,19,Violence against civilians,Mali,Mopti,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Strategic developments,Niger,Tillaberi,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Explosions/Remote violence,Niger,Tillaberi,10,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Explosions/Remote violence,Mali,Tombouctou,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Explosions/Remote violence,Burkina Faso,Est,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,External/Other Forces,REBELS VERSUS OTHERS,1,Al-Qaeda,1
2024-01-19,2024,1,19,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-19,2024,1,19,Violence against civilians,Mali,Kidal,4,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-19,2024,1,19,Explosions/Remote violence,Burkina Faso,Centre-Est,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-18,2024,1,18,Battles,Burkina Faso,Centre-Nord,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-18,2024,1,18,Strategic developments,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-18,2024,1,18,Violence against civilians,Mali,Gao,2,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-18,2024,1,18,Explosions/Remote violence,Mali,Menaka,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-18,2024,1,18,Battles,Mali,Mopti,5,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-18,2024,1,18,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-18,2024,1,18,Violence against civilians,Mali,Segou,1,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-18,2024,1,18,Explosions/Remote violence,Niger,Tillaberi,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-18,2024,1,18,Violence against civilians,Burkina Faso,Est,20,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-18,2024,1,18,Violence against civilians,Mali,Sikasso,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-18,2024,1,18,Violence against civilians,Niger,Diffa,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-18,2024,1,18,Strategic developments,Mali,Segou,0,State Forces,Identity Militias,STATE FORCES VERSUS IDENTITY MILITIA,0,None,0
2024-01-18,2024,1,18,Explosions/Remote violence,Burkina Faso,Sahel,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-18,2024,1,18,Violence against civilians,Mali,Segou,7,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-18,2024,1,18,Battles,Burkina Faso,Centre-Nord,13,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-18,2024,1,18,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-17,2024,1,17,Battles,Burkina Faso,Sahel,15,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-17,2024,1,17,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-17,2024,1,17,Violence against civilians,Mali,Segou,2,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-17,2024,1,17,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-17,2024,1,17,Violence against civilians,Burkina Faso,Hauts-Bassins,6,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-17,2024,1,17,Battles,Niger,Diffa,20,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Islamic State,0
2024-01-17,2024,1,17,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-17,2024,1,17,Strategic developments,Burkina Faso,Est,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-17,2024,1,17,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-16,2024,1,16,Battles,Burkina Faso,Centre-Nord,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-16,2024,1,16,Strategic developments,Burkina Faso,Centre-Nord,0,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2024-01-16,2024,1,16,Explosions/Remote violence,Burkina Faso,Sahel,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-01-16,2024,1,16,Violence against civilians,Mali,Segou,1,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-16,2024,1,16,Strategic developments,Niger,Agadez,0,State Forces,Political Militias,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2024-01-16,2024,1,16,Battles,Burkina Faso,Hauts-Bassins,5,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-16,2024,1,16,Battles,Burkina Faso,Sahel,6,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Al-Qaeda,0
2024-01-16,2024,1,16,Violence against civilians,Niger,Tahoua,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-16,2024,1,16,Strategic developments,Niger,Tahoua,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-16,2024,1,16,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-16,2024,1,16,Explosions/Remote violence,Niger,Tillaberi,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-16,2024,1,16,Battles,Niger,Tillaberi,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-16,2024,1,16,Battles,Burkina Faso,Cascades,30,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-16,2024,1,16,Explosions/Remote violence,Burkina Faso,Centre-Nord,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-16,2024,1,16,Explosions/Remote violence,Burkina Faso,Boucle du Mouhoun,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-15,2024,1,15,Battles,Burkina Faso,Centre-Nord,3,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-15,2024,1,15,Explosions/Remote violence,Burkina Faso,Est,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2024-01-15,2024,1,15,Strategic developments,Mali,Gao,0,Civilians,None,SOLE CIVILIAN ACTION,0,None,0
2024-01-15,2024,1,15,Violence against civilians,Mali,Kayes,1,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-15,2024,1,15,Strategic developments,Mali,Kidal,0,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-15,2024,1,15,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-15,2024,1,15,Strategic developments,Niger,Tillaberi,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-15,2024,1,15,Battles,Burkina Faso,Hauts-Bassins,2,Identity Militias,Rebel Groups,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-15,2024,1,15,Battles,Burkina Faso,Hauts-Bassins,6,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-15,2024,1,15,Violence against civilians,Mali,Segou,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-15,2024,1,15,Battles,Mali,Gao,1,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Islamic State,0
2024-01-15,2024,1,15,Violence against civilians,Mali,Segou,1,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-15,2024,1,15,Violence against civilians,Mali,Gao,3,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-15,2024,1,15,Explosions/Remote violence,Mali,Mopti,0,External/Other Forces,Rebel Groups,REBELS VERSUS OTHERS,1,Al-Qaeda,0
2024-01-14,2024,1,14,Strategic developments,Burkina Faso,Est,0,Civilians,None,SOLE CIVILIAN ACTION,0,None,0
2024-01-14,2024,1,14,Explosions/Remote violence,Burkina Faso,Sahel,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2024-01-14,2024,1,14,Strategic developments,Burkina Faso,Hauts-Bassins,0,Civilians,None,SOLE CIVILIAN ACTION,0,None,0
2024-01-14,2024,1,14,Strategic developments,Niger,Tahoua,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-14,2024,1,14,Violence against civilians,Niger,Tahoua,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-14,2024,1,14,Explosions/Remote violence,Burkina Faso,Sahel,12,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-14,2024,1,14,Explosions/Remote violence,Mali,Menaka,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-13,2024,1,13,Battles,Burkina Faso,Centre-Est,12,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-13,2024,1,13,Battles,Burkina Faso,Est,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-13,2024,1,13,Violence against civilians,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-13,2024,1,13,Explosions/Remote violence,Niger,Tillaberi,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-13,2024,1,13,Violence against civilians,Mali,Segou,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-13,2024,1,13,Violence against civilians,Mali,Segou,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-13,2024,1,13,Explosions/Remote violence,Burkina Faso,Est,1,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-13,2024,1,13,Explosions/Remote violence,Burkina Faso,Sahel,10,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-13,2024,1,13,Explosions/Remote violence,Niger,Tillaberi,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-13,2024,1,13,Explosions/Remote violence,Burkina Faso,Centre-Est,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2024-01-13,2024,1,13,Strategic developments,Mali,Koulikoro,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-12,2024,1,12,Violence against civilians,Mali,Segou,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-12,2024,1,12,Violence against civilians,Mali,Segou,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-12,2024,1,12,Violence against civilians,Niger,Tillaberi,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-12,2024,1,12,Strategic developments,Mali,Menaka,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-12,2024,1,12,Battles,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-12,2024,1,12,Explosions/Remote violence,Niger,Tillaberi,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2024-01-12,2024,1,12,Strategic developments,Mali,Segou,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-12,2024,1,12,Strategic developments,Mali,Menaka,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-12,2024,1,12,Violence against civilians,Niger,Tillaberi,5,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-12,2024,1,12,Explosions/Remote violence,Mali,Mopti,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-11,2024,1,11,Violence against civilians,Burkina Faso,Est,4,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-11,2024,1,11,Explosions/Remote violence,Burkina Faso,Est,2,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-11,2024,1,11,Battles,Mali,Gao,7,Rebel Groups,Political Militias,REBELS VERSUS POLITICAL MILITIA,1,Islamic State,0
2024-01-11,2024,1,11,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-11,2024,1,11,Explosions/Remote violence,Mali,Kidal,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-01-11,2024,1,11,Strategic developments,Niger,Tillaberi,0,Rebel Groups,None,SOLE REBEL ACTION,1,Islamic State,0
2024-01-11,2024,1,11,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-11,2024,1,11,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-11,2024,1,11,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-11,2024,1,11,Battles,Niger,Tillaberi,3,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-11,2024,1,11,Violence against civilians,Niger,Tillaberi,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-11,2024,1,11,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-11,2024,1,11,Explosions/Remote violence,Niger,Tillaberi,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-11,2024,1,11,Strategic developments,Mali,Menaka,0,Rebel Groups,None,SOLE REBEL ACTION,1,Islamic State,0
2024-01-11,2024,1,11,Violence against civilians,Niger,Maradi,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-11,2024,1,11,Violence against civilians,Mali,Gao,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-11,2024,1,11,Explosions/Remote violence,Burkina Faso,Nord,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-11,2024,1,11,Battles,Burkina Faso,Boucle du Mouhoun,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-10,2024,1,10,Battles,Burkina Faso,Centre-Ouest,8,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-10,2024,1,10,Violence against civilians,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-10,2024,1,10,Explosions/Remote violence,Burkina Faso,Nord,2,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-10,2024,1,10,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-10,2024,1,10,Strategic developments,Mali,Tombouctou,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-10,2024,1,10,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-10,2024,1,10,Strategic developments,Niger,Tahoua,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-10,2024,1,10,Battles,Niger,Tillaberi,34,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-10,2024,1,10,Violence against civilians,Burkina Faso,Est,25,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-10,2024,1,10,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-10,2024,1,10,Strategic developments,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2024-01-10,2024,1,10,Violence against civilians,Niger,Tillaberi,6,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-10,2024,1,10,Explosions/Remote violence,Burkina Faso,Centre-Nord,1,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-10,2024,1,10,Violence against civilians,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-10,2024,1,10,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-10,2024,1,10,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-10,2024,1,10,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-09,2024,1,9,Explosions/Remote violence,Burkina Faso,Nord,5,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-09,2024,1,9,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-09,2024,1,9,Explosions/Remote violence,Mali,Menaka,0,State Forces,None,SOLE STATE FORCES ACTION,0,None,0
2024-01-09,2024,1,9,Battles,Mali,Tombouctou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-09,2024,1,9,Violence against civilians,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2024-01-09,2024,1,9,Violence against civilians,Mali,Tombouctou,2,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-09,2024,1,9,Violence against civilians,Mali,Mopti,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-09,2024,1,9,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-09,2024,1,9,Strategic developments,Mali,Gao,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-09,2024,1,9,Explosions/Remote violence,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2024-01-09,2024,1,9,Explosions/Remote violence,Mali,Tombouctou,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2024-01-09,2024,1,9,Battles,Niger,Tillaberi,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-09,2024,1,9,Strategic developments,Mali,Menaka,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2024-01-09,2024,1,9,Violence against civilians,Mali,Tombouctou,10,External/Other Forces,Civilians,OTHER ACTOR VERSUS CIVILIANS,0,None,1
2024-01-09,2024,1,9,Violence against civilians,Niger,Tillaberi,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2024-01-09,2024,1,9,Violence against civilians,Mali,Tombouctou,10,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-09,2024,1,9,Explosions/Remote violence,Mali,Mopti,8,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2024-01-09,2024,1,9,Strategic developments,Mali,Segou,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2024-01-08,2024,1,8,Battles,Mali,Mopti,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-08,2024,1,8,Strategic developments,Mali,Kidal,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-08,2024,1,8,Violence against civilians,Mali,Tombouctou,2,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-08,2024,1,8,Explosions/Remote violence,Mali,Tombouctou,3,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2024-01-08,2024,1,8,Strategic developments,Niger,Tillaberi,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2024-01-08,2024,1,8,Strategic developments,Niger,Tillaberi,0,State Forces,Political Militias,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2024-01-08,2024,1,8,Strategic developments,Niger,Niamey,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
